äÓèÄì˙,äÓèÄâøäz,ëOì˙î‰,èÉéëéYëçäz,íºãﬂåàéZì˙,íºãﬂï™îzã‡,ï™îzã‡çƒìäéëäÓèÄâøäz
20191129,13099.00,19,9188357288,20190909,0,13099
20191202,13064.00,-35,9163761808,20190909,0,13064
20191203,12890.00,-174,9022571105,20190909,0,12890
20191204,12736.00,-154,8980483607,20190909,0,12736
20191205,12856.00,120,9067545923,20190909,0,12856
20191206,12868.00,12,9079695817,20190909,0,12868
20191209,12960.00,92,9157005603,20190909,0,12960
20191210,12928.00,-32,9136863125,20190909,0,12928
20191211,12928.00,0,9141443249,20190909,0,12928
20191212,12935.00,7,9166543065,20190909,0,12935
20191213,13171.00,236,9335255402,20190909,0,13171
20191216,13160.00,-11,9344172814,20190909,0,13160
20191217,13271.00,111,9420336425,20190909,0,13271
20191218,13271.00,0,9534991329,20190909,0,13271
20191219,13289.00,18,9547595341,20190909,0,13289
20191220,13313.00,24,9589865320,20190909,0,13313
20191223,13376.00,63,9629583303,20190909,0,13376
20191224,13394.00,18,9663115867,20190909,0,13394
20191225,13378.00,-16,9630385722,20190909,0,13378
20191226,13406.00,28,9655109752,20190909,0,13406
20191227,13488.00,82,9714453606,20190909,0,13488
20191230,13473.00,-15,9734362487,20190909,0,13473
20200106,13279.00,-194,9615809663,20190909,0,13279
20200107,13366.00,87,9699636219,20190909,0,13366
20200108,13255.00,-111,9698143998,20190909,0,13255
20200109,13495.00,240,9879285957,20190909,0,13495
20200110,13629.00,134,9985861774,20190909,0,13629
20200114,13759.00,130,10099737173,20190909,0,13759
20200115,13712.00,-47,10106026733,20190909,0,13712
20200116,13739.00,27,10124354515,20190909,0,13739
20200117,13901.00,162,10320160824,20190909,0,13901
20200120,13936.00,35,10352229490,20190909,0,13936
20200121,13942.00,6,10382555755,20190909,0,13942
20200122,13866.00,-76,10325500703,20190909,0,13866
20200123,13846.00,-20,10359424862,20190909,0,13846
20200124,13845.00,-1,10369025642,20190909,0,13845
20200127,13653.00,-192,10226123975,20190909,0,13653
20200128,13414.00,-239,10056828385,20190909,0,13414
20200129,13577.00,163,10185039679,20190909,0,13577
20200130,13557.00,-20,10184146912,20190909,0,13557
20200131,13607.00,50,10219357814,20190909,0,13607
20200203,13300.00,-307,10011201002,20190909,0,13300
20200204,13407.00,107,10106680650,20190909,0,13407
20200205,13716.00,309,10437685370,20190909,0,13716
20200206,13921.00,205,10612991492,20190909,0,13921
20200207,13977.00,56,10670197046,20190909,0,13977
20200210,13873.00,-104,10602855897,20190909,0,13873
20200212,14022.00,149,10701179019,20190909,0,14022
20200213,14122.00,100,10803935817,20190909,0,14122
20200214,14100.00,-22,10781959349,20190909,0,14100
20200217,14115.00,15,10785725306,20190909,0,14115
20200218,14122.00,7,10831150010,20190909,0,14122
20200219,14093.00,-29,10808977261,20190909,0,14093
20200220,14335.00,242,11110222396,20190909,0,14335
20200221,14385.00,50,11159460866,20190909,0,14385
20200225,13612.00,-773,10591381984,20190909,0,13612
20200226,13130.00,-482,10235474137,20190909,0,13130
20200227,13080.00,-50,10312201712,20190909,0,13080
20200228,12401.00,-679,9831798457,20190909,0,12401
20200302,12099.00,-302,9632540625,20190909,0,12099
20200303,12729.00,630,10140137809,20190909,0,12729
20200304,12271.00,-458,9794493821,20190909,0,12271
20200305,12813.00,542,10282614731,20190909,0,12813
20200306,12231.00,-582,9839039100,20190909,0,12231
20200309,11542.00,-689,9313692426,20190909,0,11542
20200310,10790.00,-752,8760374428,20190909,0,10790
20200311,11507.00,717,9317111589,20190909,0,11507
20200312,10918.00,-589,8895698881,20190909,0,10918
20200313,9933.00,-985,8076439062,20190909,0,9933
20200316,11033.00,1100,8999069266,20190909,0,11033
20200317,9697.00,-1336,7887174961,20190909,0,9697
20200318,10350.00,653,8557763088,20190909,0,10350
20200319,9959.00,-391,8270040595,20190909,0,9959
20200323,9727.00,-232,8114207723,20190909,0,9727
20200324,9428.00,-299,7886138176,20190909,0,9428
20200325,10366.00,938,8710432291,20190909,0,10366
20200326,10450.00,84,8814027682,20190909,0,10450
20200327,10913.00,463,9286981967,20190909,0,10913
20200330,10430.00,-483,8896251471,20190909,0,10430
20200331,10891.00,461,9315250290,20190909,0,10891
20200401,10598.00,-293,9093019739,20190909,0,10598
20200402,10120.00,-478,8706620771,20190909,0,10120
20200403,10413.00,293,9020088718,20190909,0,10413
20200406,10340.00,-73,8966071371,20190909,0,10340
20200407,11072.00,732,9614068041,20190909,0,11072
20200408,11016.00,-56,9596922459,20190909,0,11016
20200409,11435.00,419,9978604132,20190909,0,11435
20200410,11554.00,119,10093236992,20190909,0,11554
20200413,11514.00,-40,10072283126,20190909,0,11514
20200414,11336.00,-178,9916703855,20190909,0,11336
20200415,11634.00,298,10200872348,20190909,0,11634
20200416,11433.00,-201,10033844991,20190909,0,11433
20200417,11524.00,91,10214482362,20190909,0,11524
20200420,11828.00,304,10495588443,20190909,0,11828
20200421,11607.00,-221,10300589275,20190909,0,11607
20200422,11258.00,-349,10033358804,20190909,0,11258
20200423,11512.00,254,10258048935,20190909,0,11512
20200424,11495.00,-17,10221436597,20190909,0,11495
20200427,11642.00,147,10358020175,20190909,0,11642
20200428,11782.00,140,10487543309,20190909,0,11782
20200430,11982.00,200,10714449720,20190909,0,11982
20200501,11914.00,-68,10664454418,20190909,0,11914
20200507,11550.00,-364,10364132590,20190909,0,11550
20200508,11697.00,147,10553984283,20190909,0,11697
20200511,11961.00,264,10812598003,20190909,0,11961
20200512,12025.00,64,10891222420,20190909,0,12025
20200513,11739.00,-286,10657970532,20190909,0,11739
20200514,11509.00,-230,10459428266,20190909,0,11509
20200515,11703.00,194,10650531730,20190909,0,11703
20200518,11724.00,21,10668288197,20190909,0,11724
20200519,12111.00,387,11130934607,20190909,0,12111
20200520,12055.00,-56,11095628797,20190909,0,12055
20200521,12233.00,178,11255224288,20190909,0,12233
20200522,12140.00,-93,11192376170,20190909,0,12140
20200525,12157.00,17,11185762959,20190909,0,12157
20200526,12171.00,14,11205372444,20190909,0,12171
20200527,12292.00,121,11316811959,20190909,0,12292
20200528,12521.00,229,11576594680,20190909,0,12521
20200529,12452.00,-69,11518609782,20190909,0,12452
20200601,12533.00,81,11594613992,20190909,0,12533
20200602,12567.00,34,11654685112,20190909,0,12567
20200603,12804.00,237,11968616680,20190909,0,12804
20200604,12997.00,193,12140331749,20190909,0,12997
20200605,12980.00,-17,12117966175,20190909,0,12980
20200608,13367.00,387,12447534811,20190909,0,13367
20200609,13355.00,-12,12440097092,20190909,0,13355
20200610,13218.00,-137,12309526271,20190909,0,13218
20200611,13050.00,-168,12134819193,20190909,0,13050
20200612,12251.00,-799,11402240894,20190909,0,12251
20200615,12473.00,222,11569767854,20190909,0,12473
20200616,12588.00,115,11643430053,20190909,0,12588
20200617,12830.00,242,11957212791,20190909,0,12830
20200618,12715.00,-115,11853279628,20190909,0,12715
20200619,12743.00,28,11887412352,20190909,0,12743
20200622,12650.00,-93,11849659114,20190909,0,12650
20200623,12757.00,107,11959223710,20190909,0,12757
20200624,12759.00,2,11997271575,20190909,0,12759
20200625,12493.00,-266,11729737012,20190909,0,12493
20200626,12637.00,144,11829745365,20190909,0,12637
20200629,12345.00,-292,11604375485,20190909,0,12345
20200630,12586.00,241,11847959444,20190909,0,12586
20200701,12824.00,238,12088785737,20190909,0,12824
20200702,12814.00,-10,12103621633,20190909,0,12814
20200703,12882.00,68,12249225120,20190909,0,12882
20200706,12895.00,13,12261611435,20190909,0,12895
20200707,13057.00,162,12415364664,20190909,0,13057
20200708,12962.00,-95,12330819944,20190909,0,12962
20200709,13018.00,56,12389841503,20190909,0,13018
20200710,12925.00,-93,12304464321,20190909,0,12925
20200713,13025.00,100,12381238545,20190909,0,13025
20200714,12956.00,-69,12333338520,20190909,0,12956
20200715,13133.00,177,12507627535,20190909,0,13133
20200716,13215.00,82,12579804652,20190909,0,13215
20200717,13205.00,-10,12689702343,20190909,0,13205
20200720,13273.00,68,12736767917,20190909,0,13273
20200721,13351.00,78,12813885015,20190909,0,13351
20200722,13329.00,-22,12814588070,20190909,0,13329
20200727,13027.00,-302,12517008207,20190909,0,13027
20200728,13065.00,38,12548014843,20190909,0,13065
20200729,12956.00,-109,12486453538,20190909,0,12956
20200730,13110.00,154,12651050554,20190909,0,13110
20200731,13003.00,-107,12553446330,20190909,0,13003
20200803,13294.00,291,12840532726,20190909,0,13294
20200804,13390.00,96,12954663673,20190909,0,13390
20200805,13372.00,-18,13009290618,20190909,0,13372
20200806,13445.00,73,13075815832,20190909,0,13445
20200807,13544.00,99,13153763383,20190909,0,13544
20200811,13667.00,123,13262608815,20190909,0,13667
20200812,13608.00,-59,13200280673,20190909,0,13608
20200813,13817.00,209,13437640665,20190909,0,13817
20200814,13828.00,11,13448106776,20190909,0,13828
20200817,13770.00,-58,13384851855,20190909,0,13770
20200818,13715.00,-55,13324964130,20190909,0,13715
20200819,13665.00,-50,13427393346,20190909,0,13665
20200820,13724.00,59,13490794090,20190909,0,13724
20200821,13716.00,-8,13489908732,20190909,0,13716
20200824,13778.00,62,13587248663,20190909,0,13778
20200825,13945.00,167,13757571477,20190909,0,13945
20200826,14053.00,108,13877978006,20190909,0,14053
20200827,14127.00,74,13952594827,20190909,0,14127
20200828,14249.00,122,14085634049,20190909,0,14249
20200831,14170.00,-79,14021592514,20190909,0,14170
20200901,14210.00,40,14074117241,20190909,0,14210
20200902,14337.00,127,14218893480,20190909,0,14337
20200903,14587.00,250,14564964436,20190909,0,14587
20200904,14068.00,-519,14046097408,20190909,0,14068
20200907,13978.00,-90,13956767865,20200907,0,13978
20200908,13972.00,-6,14000517669,20200907,0,13972
20200909,13545.00,-427,13572933373,20200907,0,13545
20200910,13847.00,302,13919675840,20200907,0,13847
20200911,13596.00,-251,13699970929,20200907,0,13596
20200914,13606.00,10,13752963832,20200907,0,13606
20200915,13727.00,121,13893081078,20200907,0,13727
20200916,13753.00,26,13941077165,20200907,0,13753
20200917,13649.00,-104,13984985797,20200907,0,13649
20200918,13506.00,-143,13857831439,20200907,0,13506
20200923,13373.00,-133,13741261088,20200907,0,13373
20200924,13098.00,-275,13478954260,20200907,0,13098
20200925,13150.00,52,13597037490,20200907,0,13150
20200928,13336.00,186,13809467355,20200907,0,13336
20200929,13550.00,214,14082875841,20200907,0,13550
20200930,13542.00,-8,14154998156,20200907,0,13542
20201001,13620.00,78,14255580172,20200907,0,13620
20201002,13697.00,77,14320390199,20200907,0,13697
20201005,13569.00,-128,14256628629,20200907,0,13569
20201006,13822.00,253,14520492857,20200907,0,13822
20201007,13633.00,-189,14333204872,20200907,0,13633
20201008,13920.00,287,14633482988,20200907,0,13920
20201009,14025.00,105,14748577886,20200907,0,14025
20201012,14106.00,81,14840522287,20200907,0,14106
20201013,14297.00,191,15031403330,20200907,0,14297
20201014,14215.00,-82,14926302160,20200907,0,14215
20201015,14100.00,-115,14775383293,20200907,0,14100
20201016,14093.00,-7,14751021049,20200907,0,14093
20201019,14097.00,4,14895152237,20200907,0,14097
20201020,13895.00,-202,14686112394,20200907,0,13895
20201021,13935.00,40,14759792836,20200907,0,13935
20201022,13804.00,-131,14677436334,20200907,0,13804
20201023,13886.00,82,14773430898,20200907,0,13886
20201026,13932.00,46,14835296725,20200907,0,13932
20201027,13688.00,-244,14588113238,20200907,0,13688
20201028,13600.00,-88,14540455262,20200907,0,13600
20201029,13117.00,-483,14008560126,20200907,0,13117
20201030,13295.00,178,14214870050,20200907,0,13295
20201102,13158.00,-137,14114266906,20200907,0,13158
20201104,13528.00,370,14552878080,20200907,0,13528
20201105,13791.00,263,14971488870,20200907,0,13791
20201106,13983.00,192,15192254712,20200907,0,13983
20201109,13933.00,-50,15154564901,20200907,0,13933
20201110,14353.00,420,15589790205,20200907,0,14353
20201111,14327.00,-26,15540349831,20200907,0,14327
20201112,14472.00,145,15704583301,20200907,0,14472
20201113,14273.00,-199,15420205376,20200907,0,14273
20201116,14426.00,153,15565498135,20200907,0,14426
20201117,14567.00,141,15706494084,20200907,0,14567
20201118,14444.00,-123,15699075532,20200907,0,14444
20201119,14247.00,-197,15487172789,20200907,0,14247
20201120,14306.00,59,15567089517,20200907,0,14306
20201124,14387.00,81,15651173597,20200907,0,14387
20201125,14606.00,219,15927406166,20200907,0,14606
20201126,14563.00,-43,15890548663,20200907,0,14563
20201127,14536.00,-27,15889308015,20200907,0,14536
20201130,14536.00,0,15888977379,20200907,0,14536
20201201,14523.00,-13,15891389136,20200907,0,14523
20201202,14698.00,175,16122174152,20200907,0,14698
20201203,14747.00,49,16281154008,20200907,0,14747
20201204,14646.00,-101,16179067655,20200907,0,14646
20201207,14812.00,166,16376055000,20200907,0,14812
20201208,14785.00,-27,16347000790,20200907,0,14785
20201209,14835.00,50,16435254526,20200907,0,14835
20201210,14733.00,-102,16318744567,20200907,0,14733
20201211,14679.00,-54,16260697499,20200907,0,14679
20201214,14664.00,-15,16300224848,20200907,0,14664
20201215,14612.00,-52,16264555930,20200907,0,14612
20201216,14748.00,136,16443045902,20200907,0,14748
20201217,14732.00,-16,16610050883,20200907,0,14732
20201218,14790.00,58,16681993105,20200907,0,14790
20201221,14764.00,-26,16671944805,20200907,0,14764
20201222,14697.00,-67,16631113208,20200907,0,14697
20201223,14712.00,15,16722221082,20200907,0,14712
20201224,14721.00,9,16712262927,20200907,0,14721
20201225,14752.00,31,16774730798,20200907,0,14752
20201228,14772.00,20,16840642470,20200907,0,14772
20201229,14929.00,157,17020219954,20200907,0,14929
20201230,14851.00,-78,17018025010,20200907,0,14851
20210104,14907.00,56,17105904704,20200907,0,14907
20210105,14698.00,-209,16892825501,20200907,0,14698
20210106,14735.00,37,17096103157,20200907,0,14735
20210107,14864.00,129,17267186947,20200907,0,14864
20210108,15214.00,350,17686561322,20200907,0,15214
20210112,15254.00,40,17758728698,20200907,0,15254
20210113,15179.00,-75,17681194659,20200907,0,15179
20210114,15254.00,75,17806237016,20200907,0,15254
20210115,15182.00,-72,17743033354,20200907,0,15182
20210118,15071.00,-111,17610158782,20200907,0,15071
20210119,15058.00,-13,17786146060,20200907,0,15058
20210120,15208.00,150,17963916317,20200907,0,15208
20210121,15373.00,165,18249183302,20200907,0,15373
20210122,15368.00,-5,18291182167,20200907,0,15368
20210125,15367.00,-1,18316988657,20200907,0,15367
20210126,15412.00,45,18390488932,20200907,0,15412
20210127,15376.00,-36,18415400718,20200907,0,15376
20210128,15069.00,-307,18089037965,20200907,0,15069
20210129,15245.00,176,18371089773,20200907,0,15245
20210201,14981.00,-264,18070432085,20200907,0,14981
20210202,15251.00,270,18421648674,20200907,0,15251
20210203,15481.00,230,18955386140,20200907,0,15481
20210204,15497.00,16,18990354336,20200907,0,15497
20210205,15745.00,248,19300949647,20200907,0,15745
20210208,15808.00,63,19410871863,20200907,0,15808
20210209,15870.00,62,19504098858,20200907,0,15870
20210210,15771.00,-99,19421215772,20200907,0,15771
20210212,15813.00,42,19469456584,20200907,0,15813
20210215,15945.00,132,19703010587,20200907,0,15945
20210216,16001.00,56,19811884021,20200907,0,16001
20210217,16096.00,95,19929530241,20200907,0,16096
20210218,16029.00,-67,20100987257,20200907,0,16029
20210219,15955.00,-74,20054302737,20200907,0,15955
20210222,15893.00,-62,20020003062,20200907,0,15893
20210224,15777.00,-116,19854140212,20200907,0,15777
20210225,16053.00,276,20298512338,20200907,0,16053
20210226,15691.00,-362,19864457687,20200907,0,15691
20210301,15652.00,-39,19824258947,20200907,0,15652
20210302,16082.00,430,20439518194,20200907,0,16082
20210303,15940.00,-142,20487786076,20200907,0,15940
20210304,15763.00,-177,20272829935,20200907,0,15763
20210305,15687.00,-76,20185514554,20200907,0,15687
20210308,16061.00,374,20682945751,20200907,0,16061
20210309,16087.00,26,20746265623,20200907,0,16087
20210310,16233.00,146,20946287260,20200907,0,16233
20210311,16324.00,91,21055967384,20200907,0,16324
20210312,16507.00,183,21351242165,20200907,0,16507
20210315,16597.00,90,21485796761,20200907,0,16597
20210316,16733.00,136,21685845736,20200907,0,16733
20210317,16691.00,-42,21837977589,20200907,0,16691
20210318,16714.00,23,21942585466,20200907,0,16714
20210319,16488.00,-226,21667393688,20200907,0,16488
20210322,16446.00,-42,21643151939,20200907,0,16446
20210323,16554.00,108,21819307569,20200907,0,16554
20210324,16396.00,-158,21676926385,20200907,0,16396
20210325,16343.00,-53,21620519228,20200907,0,16343
20210326,16493.00,150,21862723689,20200907,0,16493
20210329,16816.00,323,22367394119,20200907,0,16816
20210330,16837.00,21,22416121244,20200907,0,16837
20210331,16915.00,78,22581929187,20200907,0,16915
20210401,16998.00,83,22700846221,20200907,0,16998
20210402,17170.00,172,22995271689,20200907,0,17170
20210405,17167.00,-3,23127247690,20200907,0,17167
20210406,17361.00,194,23388655931,20200907,0,17361
20210407,17272.00,-89,23301877702,20200907,0,17272
20210408,17298.00,26,23356905192,20200907,0,17298
20210409,17293.00,-5,23373976621,20200907,0,17293
20210412,17496.00,203,23669436397,20200907,0,17496
20210413,17466.00,-30,23619858829,20200907,0,17466
20210414,17407.00,-59,23602042238,20200907,0,17407
20210415,17347.00,-60,23546847444,20200907,0,17347
20210416,17509.00,162,23815218221,20200907,0,17509
20210419,17561.00,52,24158368611,20200907,0,17561
20210420,17395.00,-166,23947155121,20200907,0,17395
20210421,17257.00,-138,23826332901,20200907,0,17257
20210422,17413.00,156,24118568090,20200907,0,17413
20210423,17236.00,-177,23924139298,20200907,0,17236
20210426,17416.00,180,24201733991,20200907,0,17416
20210427,17491.00,75,24287720775,20200907,0,17491
20210428,17612.00,121,24590219772,20200907,0,17612
20210430,17717.00,105,24801755157,20200907,0,17717
20210506,17597.00,-120,24684984273,20200907,0,17597
20210507,17713.00,116,25025646385,20200907,0,17713
20210510,17784.00,71,25333677452,20200907,0,17784
20210511,17635.00,-149,25198234323,20200907,0,17635
20210512,17451.00,-184,25037049094,20200907,0,17451
20210513,17209.00,-242,24744749582,20200907,0,17209
20210514,17420.00,211,25085180826,20200907,0,17420
20210517,17652.00,232,25451998329,20200907,0,17652
20210518,17571.00,-81,25354049162,20200907,0,17571
20210519,17387.00,-184,25359513816,20200907,0,17387
20210520,17378.00,-9,25372886875,20200907,0,17378
20210521,17507.00,129,25639987627,20200907,0,17507
20210524,17507.00,0,25704503591,20200907,0,17507
20210525,17661.00,154,25984623181,20200907,0,17661
20210526,17607.00,-54,25952386852,20200907,0,17607
20210527,17706.00,99,26182619212,20200907,0,17706
20210528,17858.00,152,26436258651,20200907,0,17858
20210531,17842.00,-16,26487895459,20200907,0,17842
20210601,17785.00,-57,26430171680,20200907,0,17785
20210602,17815.00,30,26474135580,20200907,0,17815
20210603,17832.00,17,26727692985,20200907,0,17832
20210604,17881.00,49,26831335522,20200907,0,17881
20210607,17923.00,42,26894546118,20200907,0,17923
20210608,17889.00,-34,26881782990,20200907,0,17889
20210609,17894.00,5,26984972245,20200907,0,17894
20210610,17894.00,0,27013109224,20200907,0,17894
20210611,17946.00,52,27137405076,20200907,0,17946
20210614,18038.00,92,27346819772,20200907,0,18038
20210615,18125.00,87,27482390431,20200907,0,18125
20210616,18096.00,-29,27505943452,20200907,0,18096
20210617,18102.00,6,27813824759,20200907,0,18102
20210618,18019.00,-83,27728269142,20200907,0,18019
20210621,17769.00,-250,27374194251,20200907,0,17769
20210622,18023.00,254,27857426786,20200907,0,18023
20210623,18191.00,168,28287775712,20200907,0,18191
20210624,18224.00,33,28378489584,20200907,0,18224
20210625,18320.00,96,28528309316,20200907,0,18320
20210628,18331.00,11,28604344375,20200907,0,18331
20210629,18345.00,14,28751413259,20200907,0,18345
20210630,18362.00,17,28900857303,20200907,0,18362
20210701,18469.00,107,29174177143,20200907,0,18469
20210702,18663.00,194,29580072082,20200907,0,18663
20210705,18721.00,58,29866369968,20200907,0,18721
20210706,18673.00,-48,29826813225,20200907,0,18673
20210707,18566.00,-107,29655825661,20200907,0,18566
20210708,18650.00,84,29942867620,20200907,0,18650
20210709,18383.00,-267,29557359219,20200907,0,18383
20210712,18631.00,248,30001060788,20200907,0,18631
20210713,18735.00,104,30255661620,20200907,0,18735
20210714,18714.00,-21,30354634039,20200907,0,18714
20210715,18613.00,-101,30204908700,20200907,0,18613
20210716,18549.00,-64,30141187478,20200907,0,18549
20210719,18404.00,-145,30210202526,20200907,0,18404
20210720,18062.00,-342,29672034934,20200907,0,18062
20210721,18404.00,342,30346536182,20200907,0,18404
20210726,18878.00,474,31276810643,20200907,0,18878
20210727,18874.00,-4,31294350916,20200907,0,18874
20210728,18719.00,-155,31203323345,20200907,0,18719
20210729,18692.00,-27,31212809045,20200907,0,18692
20210730,18732.00,40,31307230649,20200907,0,18732
20210802,18659.00,-73,31243412947,20200907,0,18659
20210803,18570.00,-89,31132083357,20200907,0,18570
20210804,18678.00,108,31550003993,20200907,0,18678
20210805,18691.00,13,31588188004,20200907,0,18691
20210806,18844.00,153,31853606293,20200907,0,18844
20210810,18941.00,97,32056606086,20200907,0,18941
20210811,19017.00,76,32188564812,20200907,0,19017
20210812,19009.00,-8,32370284388,20200907,0,19009
20210813,19083.00,74,32521514148,20200907,0,19083
20210816,18952.00,-131,32359674404,20200907,0,18952
20210817,18953.00,1,32402379788,20200907,0,18953
20210818,18877.00,-76,32617718960,20200907,0,18877
20210819,18751.00,-126,32440632208,20200907,0,18751
20210820,18759.00,8,32503897973,20200907,0,18759
20210823,18905.00,146,32769297038,20200907,0,18905
20210824,19053.00,148,33123599359,20200907,0,19053
20210825,19098.00,45,33302210347,20200907,0,19098
20210826,19177.00,79,33456625962,20200907,0,19177
20210827,19053.00,-124,33322074673,20200907,0,19053
20210830,19175.00,122,33520624927,20200907,0,19175
20210831,19287.00,112,33774533349,20200907,0,19287
20210901,19314.00,27,33900910028,20200907,0,19314
20210902,19287.00,-27,33928303948,20200907,0,19287
20210903,19335.00,48,34200229499,20200907,0,19335
20210906,19309.00,-26,34209291181,20200907,0,19309
20210907,19300.00,-9,34243674537,20210907,0,19300
20210908,19321.00,21,34282063351,20210907,0,19321
20210909,19290.00,-31,34299388691,20210907,0,19290
20210910,19123.00,-167,34039456285,20210907,0,19123
20210913,19011.00,-112,33845703346,20210907,0,19011
20210914,19066.00,55,33950960944,20210907,0,19066
20210915,18893.00,-173,33681554367,20210907,0,18893
20210916,19011.00,118,33978440981,20210907,0,19011
20210917,19050.00,39,34396499564,20210907,0,19050
20210921,18513.00,-537,33494715747,20210907,0,18513
20210922,18440.00,-73,33459416323,20210907,0,18440
20210924,19047.00,607,34707684854,20210907,0,19047
20210927,19133.00,86,34953666426,20210907,0,19133
20210928,19130.00,-3,35005193140,20210907,0,19130
20210929,18844.00,-286,34704718538,20210907,0,18844
20210930,18922.00,78,34885837038,20210907,0,18922
20211001,18615.00,-307,34450462536,20210907,0,18615
20211004,18754.00,139,34809824963,20210907,0,18754
20211005,18498.00,-256,34553346964,20210907,0,18498
20211006,18816.00,318,35221836486,20210907,0,18816
20211007,18854.00,38,35320818865,20210907,0,18854
20211008,19071.00,217,35752880678,20210907,0,19071
20211011,19132.00,61,35908383593,20210907,0,19132
20211012,19202.00,70,36093465180,20210907,0,19202
20211013,19154.00,-48,36087531475,20210907,0,19154
20211014,19196.00,42,36181637256,20210907,0,19196
20211015,19611.00,415,36982553607,20210907,0,19611
20211018,19823.00,212,37372997218,20210907,0,19823
20211019,19878.00,55,37832583527,20210907,0,19878
20211020,20109.00,231,38382083510,20210907,0,20109
20211021,20113.00,4,38342055286,20210907,0,20113
20211022,20129.00,16,38451329964,20210907,0,20129
20211025,20053.00,-76,38307943976,20210907,0,20053
20211026,20167.00,114,38515868076,20210907,0,20167
20211027,20254.00,87,38809085791,20210907,0,20254
20211028,20110.00,-144,38604722048,20210907,0,20110
20211029,20272.00,162,39012138241,20210907,0,20272
20211101,20388.00,116,39286120751,20210907,0,20388
20211102,20429.00,41,39403880199,20210907,0,20429
20211104,20642.00,213,40133749197,20210907,0,20642
20211105,20666.00,24,40231217366,20210907,0,20666
20211108,20714.00,48,40350256610,20210907,0,20714
20211109,20669.00,-45,40350630288,20210907,0,20669
20211110,20523.00,-146,40184364952,20210907,0,20523
20211111,20557.00,34,40300222054,20210907,0,20557
20211112,20620.00,63,40537085506,20210907,0,20620
20211115,20725.00,105,40817514882,20210907,0,20725
20211116,20764.00,39,41053518250,20210907,0,20764
20211117,20966.00,202,41915513599,20210907,0,20966
20211118,20789.00,-177,41631642240,20210907,0,20789
20211119,20894.00,105,41908413414,20210907,0,20894
20211122,20816.00,-78,41866510275,20210907,0,20816
20211124,20987.00,171,42288715305,20210907,0,20987
20211125,21059.00,72,42617806314,20210907,0,21059
20211126,20986.00,-73,42526988398,20210907,0,20986
20211129,20303.00,-683,41143314048,20210907,0,20303
20211130,20570.00,267,41838998825,20210907,0,20570
20211201,20091.00,-479,41072700968,20210907,0,20091
20211202,19806.00,-285,40631082917,20210907,0,19806
20211203,20115.00,309,41525494049,20210907,0,20115
20211206,19940.00,-175,41204509362,20210907,0,19940
20211207,20250.00,310,41924157125,20210907,0,20250
20211208,20683.00,433,42974101519,20210907,0,20683
20211209,20790.00,107,43277237909,20210907,0,20790
20211210,20582.00,-208,42898473431,20210907,0,20582
20211213,20794.00,212,43392598234,20210907,0,20794
20211214,20626.00,-168,43147867712,20210907,0,20626
20211215,20499.00,-127,42972723627,20210907,0,20499
20211216,20906.00,407,43888055246,20210907,0,20906
20211217,20661.00,-245,43808575998,20210907,0,20661
20211220,20405.00,-256,43319438851,20210907,0,20405
20211221,20181.00,-224,42943658675,20210907,0,20181
20211222,20634.00,453,44109632626,20210907,0,20634
20211223,20854.00,220,44675779415,20210907,0,20854
20211224,21034.00,180,45126665672,20210907,0,21034
20211227,21019.00,-15,45108595328,20210907,0,21019
20211228,21409.00,390,45946473185,20210907,0,21409
20211229,21377.00,-32,46115050238,20210907,0,21377
20211230,21430.00,53,46247321377,20210907,0,21430
20220104,21526.00,96,46470348410,20210907,0,21526
20220105,21657.00,131,46820916801,20210907,0,21657
20220106,21209.00,-448,46207574486,20210907,0,21209
20220107,21178.00,-31,46187064526,20210907,0,21178
20220111,20948.00,-230,45750371889,20210907,0,20948
20220112,21139.00,191,46310892838,20210907,0,21139
20220113,21072.00,-67,46349807261,20210907,0,21072
20220114,20677.00,-395,45528335088,20210907,0,20677
20220117,20734.00,57,45715617729,20210907,0,20734
20220118,20775.00,41,45893365942,20210907,0,20775
20220119,20423.00,-352,45115562149,20210907,0,20423
20220120,20152.00,-271,45161540988,20210907,0,20152
20220121,19848.00,-304,44548501092,20210907,0,19848
20220124,19475.00,-373,43884516864,20210907,0,19475
20220125,19556.00,81,44126333280,20210907,0,19556
20220126,19290.00,-266,43455399753,20210907,0,19290
20220127,19395.00,105,43779202141,20210907,0,19395
20220128,19430.00,35,43952051111,20210907,0,19430
20220131,19901.00,471,45138695277,20210907,0,19901
20220201,20226.00,325,45894440846,20210907,0,20226
20220202,20285.00,59,46188911002,20210907,0,20285
20220203,20431.00,146,46792494484,20210907,0,20431
20220204,20033.00,-398,45962008806,20210907,0,20033
20220207,20182.00,149,46336327643,20210907,0,20182
20220208,20114.00,-68,46273897787,20210907,0,20114
20220209,20328.00,214,46878373256,20210907,0,20328
20220210,20634.00,306,47648684429,20210907,0,20634
20220214,19847.00,-787,45874562947,20210907,0,19847
20220215,19770.00,-77,45831369713,20210907,0,19770
20220216,20134.00,364,46760464082,20210907,0,20134
20220217,20116.00,-18,47206363668,20210907,0,20116
20220218,19602.00,-514,46053234282,20210907,0,19602
20220221,19482.00,-120,45810711600,20210907,0,19482
20220222,19436.00,-46,45823524323,20210907,0,19436
20220224,18910.00,-526,44583191918,20210907,0,18910
20220225,19299.00,389,46591783314,20210907,0,19299
